https://github.com/AlDanial/cloc v 1.66  T=28.17 s (6.7 files/s, 733.9 lines/s)
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
File                                                                                                                                                                                                                                                                                                                  blank        comment           code
../metrics-dashboard-bash-scala/.idea/libraries/SBT__org_apache_hadoop_hadoop_yarn_api_2_2_0_jar.xml                                                                                                                                                                                                                      0              0             11
../metrics-dashboard-bash-scala/.idea/libraries/SBT__com_google_code_findbugs_jsr305_1_3_9_jar.xml                                                                                                                                                                                                                        0              0              9
../metrics-dashboard-bash-scala/.idea/modules.xml                                                                                                                                                                                                                                                                         0              0              9
../metrics-dashboard-bash-scala/.idea/libraries/SBT__com_esotericsoftware_reflectasm_reflectasm_1_07_shaded_jar.xml                                                                                                                                                                                                       0              0              9
../metrics-dashboard-bash-scala/.idea/libraries/SBT__org_apache_mesos_mesos_0_21_1_shaded_protobuf_jar.xml                                                                                                                                                                                                                0              0              9
../metrics-dashboard-bash-scala/.idea/libraries/SBT__org_apache_hadoop_hadoop_client_2_2_0_jar.xml                                                                                                                                                                                                                        0              0              9
../metrics-dashboard-bash-scala/.idea/libraries/SBT__org_apache_avro_avro_mapred_1_7_7_hadoop2_jar.xml                                                                                                                                                                                                                    0              0              9
../metrics-dashboard-bash-scala/.idea/libraries/SBT__org_apache_avro_avro_ipc_1_7_7_tests_jar.xml                                                                                                                                                                                                                         0              0              9
../metrics-dashboard-bash-scala/.idea/libraries/SBT__stax_stax_api_1_0_1_jar.xml                                                                                                                                                                                                                                          0              0              9
../metrics-dashboard-bash-scala/.idea/libraries/SBT__xmlenc_xmlenc_0_52_jar.xml                                                                                                                                                                                                                                           0              0              9
../metrics-dashboard-bash-scala/.idea/libraries/SBT__commons_beanutils_commons_beanutils_core_1_8_0_jar.xml                                                                                                                                                                                                               0              0              9
../metrics-dashboard-bash-scala/.idea/scala_compiler.xml                                                                                                                                                                                                                                                                  0              0              6
../metrics-dashboard-bash-scala/.idea/encodings.xml                                                                                                                                                                                                                                                                       0              0              6
../metrics-dashboard-bash-scala/.idea/copyright/profiles_settings.xml                                                                                                                                                                                                                                                     0              0              3
../metrics-dashboard-bash-scala/literalinclude-scala/.travis.yml                                                                                                                                                                                                                                                          1              0              2
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
SUM:                                                                                                                                                                                                                                                                                                                    146             93          20439
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
